"","x","y"
"1",-123.34829955452,41.5355246693169
"2",-123.501738219472,41.4664908029636
"3",-123.402031759487,41.5077771536787
"4",-123.519976912348,41.4856550869656
"5",-123.425911886246,41.5052013311295
"6",-123.510471375536,41.4903401226254
"7",-123.528827946355,41.4854123536507
"8",-123.384825765852,41.5153029143952
"9",-123.493420669129,41.494719756657
"10",-123.491664064347,41.5132208305721
"11",-123.502309289065,41.4624819577254
"12",-123.495693664974,41.4957764293025
"13",-123.424227021813,41.4915318100045
"14",-123.51737395909,41.4980379296507
"15",-123.358258884554,41.5499459014468
"16",-123.498396411625,41.5109376046042
"17",-123.366034130482,41.5377071563162
"18",-123.4967240162,41.508538772202
"19",-123.502928183863,41.4652693065152
"20",-123.372244084824,41.5323008026859
"21",-123.372446149108,41.517768542478
"22",-123.397414849155,41.5113540429544
"23",-123.532914110381,41.4829489738587
"24",-123.384446036848,41.5262794043648
"25",-123.525655585931,41.5118325240286
"26",-123.4176556793,41.4992957219222
"27",-123.505512352582,41.5033011714441
"28",-123.503672077179,41.4706536148428
"29",-123.498752691172,41.4871308745998
"30",-123.533127524312,41.506032033382
"31",-123.497330220066,41.5116947835917
"32",-123.516688027927,41.487655014808
"33",-123.432114389787,41.4995023393184
"34",-123.505603281074,41.4927807913011
"35",-123.395513023494,41.516236269318
"36",-123.427830791564,41.5006796088948
"37",-123.420258439393,41.4977751759782
"38",-123.351108986109,41.5327035637004
"39",-123.361177760183,41.5243294131897
"40",-123.361640803412,41.5354574700912
"41",-123.499746469223,41.4671410462467
"42",-123.423902204888,41.4893211803243
"43",-123.427826904251,41.4929487667237
"44",-123.35096187556,41.5435789009898
"45",-123.51283644098,41.4931847214248
"46",-123.523532890549,41.480385788583
"47",-123.526185153523,41.4738834852653
"48",-123.485702004109,41.4626833991462
"49",-123.513210290817,41.4755378590299
"50",-123.347702883398,41.5488483383404
"51",-123.391967639411,41.511876343451
"52",-123.488809789851,41.4621484926126
"53",-123.498940188974,41.4990178779537
"54",-123.352560336533,41.5211753610795
"55",-123.505409816041,41.4690170332573
"56",-123.384170860383,41.5124819105674
"57",-123.353680178384,41.5474261295928
"58",-123.354013753743,41.5096772329645
"59",-123.35932969834,41.507295365539
"60",-123.424820223864,41.4937070917369
"61",-123.354738152881,41.5480849762216
"62",-123.503736253857,41.4892137027944
"63",-123.355756108431,41.5446687016066
"64",-123.35405183953,41.5394896643872
"65",-123.382711428546,41.5101679582039
"66",-123.518874952422,41.4855545118168
"67",-123.423033349436,41.5009490971258
"68",-123.358871728246,41.5450859761715
"69",-123.501302133366,41.4947577004753
"70",-123.494145369076,41.4700009654656
"71",-123.523665666707,41.5042139521755
"72",-123.498358982713,41.4687683116217
"73",-123.530109515506,41.4827796063248
"74",-123.357877275858,41.5218306400931
"75",-123.512906706229,41.5009388037189
"76",-123.356802700663,41.5219698335671
"77",-123.516460928432,41.4864655996382
"78",-123.367957909838,41.5082765021303
"79",-123.509777500727,41.4640942647246
"80",-123.393717054474,41.512946110081
"81",-123.366011814177,41.5284147956216
"82",-123.403690269357,41.5107018208443
"83",-123.489010197073,41.4651997937017
"84",-123.417625292078,41.4977215049537
"85",-123.506187475704,41.4989964263409
"86",-123.383089588504,41.5121587374126
"87",-123.502146708947,41.4633864921944
"88",-123.515929785628,41.5049596414131
"89",-123.424583358453,41.4897569243254
"90",-123.511143153328,41.4821266225059
"91",-123.357880228361,41.5293064619321
"92",-123.379346042042,41.5057873379144
"93",-123.52969028798,41.4714002155623
"94",-123.524197627875,41.4924374823462
"95",-123.379612561032,41.5075165160821
"96",-123.388237950639,41.5122547406881
"97",-123.357405630742,41.5148279193579
"98",-123.489609836655,41.5123770932228
"99",-123.360804581013,41.512783240057
"100",-123.400149727965,41.5159007646979
"101",-123.504118122272,41.5046351760694
"102",-123.361199407657,41.5166425427926
"103",-123.399551927832,41.5082691611614
"104",-123.415428627979,41.505327021205
"105",-123.370449055321,41.5161866602901
"106",-123.356167684035,41.5379963373637
"107",-123.527181506408,41.5107403050393
"108",-123.499753007337,41.4797546946211
"109",-123.495247349383,41.489231744497
"110",-123.50563645225,41.4950755284816
"111",-123.432186949393,41.5012038961011
"112",-123.493566976564,41.4900933971049
"113",-123.353465949431,41.5164010993583
"114",-123.520629958222,41.4943537247984
"115",-123.435543172776,41.4868037506671
"116",-123.427118400078,41.4927983957664
"117",-123.528398301404,41.5010960872974
"118",-123.376328353296,41.529324015319
"119",-123.367804110841,41.5218861527446
"120",-123.431506631843,41.4853485335163
"121",-123.381754601906,41.529409877048
"122",-123.52216224078,41.4855331083602
"123",-123.496986486247,41.4801054905852
"124",-123.514247999322,41.4760920101903
"125",-123.474963880037,41.4517577991709
"126",-123.514755160993,41.4808442327973
"127",-123.512439407289,41.4731666921416
"128",-123.353747746612,41.5341007767455
"129",-123.383516038319,41.5090590636911
"130",-123.347994595276,41.5464892622098
"131",-123.501969583763,41.4731110615183
"132",-123.364640336583,41.5082382852627
"133",-123.365052612694,41.5127615124727
"134",-123.503406004343,41.4781089212307
"135",-123.508454500694,41.4890155392654
"136",-123.488419232803,41.4942172506919
"137",-123.381183936247,41.5209557293863
"138",-123.365025360787,41.5360578913145
"139",-123.511563356048,41.4834071393265
"140",-123.515813475601,41.4855946591831
"141",-123.526088821058,41.502046748883
"142",-123.379521559962,41.5077668720837
"143",-123.355135588624,41.5178366625909
